pdbid,value
4ual,8.4
5czm,8.32
2vvn,7.3
4h42,3.47
6eeb,5.3
2arm,7.68
1xap,8.7
1g7v,6.4
2qg2,5.4
3zsq,4.96
6o5g,5.7
4q4p,6.39
1v2j,3.25
6evn,4.71
5j7q,4.58
2yel,7.28
3p8o,8.72
4dfg,11.74
5n31,5.79
4g0y,2.3
5hvs,7.15
6bhv,5.23
3wtm,7.0
5kly,7.21
3hky,7.1
4urz,2.52
2cbv,5.48
1hn4,3.82
1b6j,7.92
2jjb,7.92
5ovc,5.96
1z9g,5.64
2q54,9.01
1b3f,6.89
5zaj,7.38
5mpz,4.07
5dbm,6.46
2o4l,9.22
3wz6,5.96
2xc4,8.05
6udi,10.0
3aho,7.05
4bcp,6.25
1r1j,8.64
3uev,5.89
3uew,6.31
4yb5,4.71
6glb,6.89
3nw3,6.49
3nzk,9.27
6hgi,6.22
1c86,4.7
5ivv,6.35
3nb5,7.74
3ap4,3.92
5vd0,6.49
5d45,6.92
4wkn,9.72
3ttp,9.12
5epn,8.66
1wcq,6.26
1eby,9.7
6p88,4.52
4gj2,8.6
3m37,9.04
1g36,7.17
1xh9,7.77
4pfu,6.17
6bm6,4.68
6qqv,4.92
5kr0,9.15
5f08,5.52
5ih9,8.7
5egu,5.85
6qas,7.74
4unp,3.23
6jdi,5.11
1kzk,10.39
3zm9,7.42
5aqz,5.48
1g98,5.7
3c52,7.3
3d4z,4.89
2a4m,4.52
3u5l,6.19
3a1e,2.66
4ago,4.81
4iic,4.85
6mla,4.38
1cbx,6.35
6d1k,3.13
2vh0,8.51
5efh,6.1
4k3n,7.96
1j14,4.49
3f68,5.06
4ceb,2.97
3rf5,5.63
4o0x,7.17
2wkz,8.77
5d47,7.0
1d4p,6.3
5n17,5.32
1dhj,6.55
2aog,6.28
3qwc,4.26
5vcw,5.96
2r0h,3.51
1nhu,5.66
1v2n,5.9
3ehy,5.85
2cf9,7.82
5ia1,6.28
4qjx,7.28
2uy0,6.92
6g25,3.52
3nht,7.01
4m2v,7.44
3gi4,10.8
3c8a,6.18
6qqu,5.3
4jyb,6.96
3spf,3.86
4rsk,4.32
5t8p,5.89
5ia0,6.73
3b3x,3.6
1wc1,4.0
1oba,2.44
3n2p,7.82
1sqa,9.21
4bkt,3.62
4ogj,6.79
4pv5,6.54
1b4h,5.46
6dyv,10.59
3kdb,9.85
3igp,7.02
1mes,7.7
5yyf,6.48
3rz7,8.96
3f15,8.1
4m12,6.05
4g0z,2.21
3st5,11.3
5oei,5.8
4eor,6.3
2oi2,6.3
1bn1,9.34
1a99,5.7
6eq7,7.0
1ur9,5.77
1jvu,5.15
5ivy,6.44
5g2b,7.0
4cwo,5.21
4ibf,4.43
5cks,5.51
2y82,8.4
4j7e,4.85
4y4j,2.47
2avo,8.85
1gvx,7.22
1y3v,5.64
3fat,7.64
2v95,8.3
2reg,5.64
1mfa,5.04
4xxh,5.0
2zmm,7.6
2f1g,7.54
6ced,5.82
2xpk,11.3
6upj,6.32
5edd,5.24
1kzn,8.92
5ia3,7.34
1pzp,3.31
5wex,7.18
4cpz,7.68
6nsv,7.8
6abx,2.14
3t83,6.98
4rj8,7.77
1o0f,5.3
6r0v,4.96
3qgw,5.89
3e3c,5.62
6hay,7.01
4q9o,5.77
2v88,4.09
4lm4,3.04
1b55,7.4
2h4n,8.7
3ouj,6.05
5ymx,6.92
5e3a,5.44
4wko,9.47
3s54,9.64
6b96,7.84
4qjw,7.8
3ozp,6.62
4eb8,9.82
4b3c,2.68
4whs,4.12
3p3r,7.25
2zz1,4.54
2xde,5.47
4omk,4.4
3nyx,7.49
2qi6,10.57
2rkm,3.9
1ppc,6.16
3gta,4.28
4q99,6.28
3k8o,11.07
6d16,5.08
4e4l,8.77
4-Oct,5.05
3djq,2.98
2w8w,2.12
3vd4,4.82
1njs,7.82
4or4,4.57
1yet,5.92
6iht,5.21
3t01,4.48
4zwx,8.7
1nm6,10.05
5vb6,6.37
6eqx,10.47
1ec2,10.0
6p8a,3.59
4yhm,9.76
5sz4,9.7
2xjx,9.15
3cd5,7.9
5nk3,7.42
2rcn,6.0
3own,7.47
3iww,7.96
6d55,7.36
5j64,6.85
3c88,6.8
4zba,5.51
1nfu,7.74
2gj5,8.32
1k4g,5.85
3ppp,5.22
3nox,8.66
4jss,3.3
4m2r,8.49
5nn6,5.52
4bqh,5.59
5nki,7.72
6oqb,10.3
2pvl,7.62
2fdp,7.59
2r75,6.15
1yqy,7.62
1rpf,3.99
3ujc,4.59
2i0a,11.4
3drf,7.0
6eeo,6.43
3f34,3.16
3da9,5.51
5boj,7.0
4b7j,7.95
6fo5,6.72
4lm3,2.92
1a30,4.3
3ryv,7.07
2qbr,6.33
4wrb,6.19
6nyv,6.51
5d25,6.3
4yc0,4.13
3g2y,2.0
3b92,8.0
4q6d,7.36
4gkm,5.17
3qdd,8.77
3pwk,3.35
4i7m,4.14
6nfh,7.15
4f39,5.7
3jya,6.89
2oym,5.0
3d2e,6.42
5dh5,9.64
5jhk,4.64
5qa8,3.77
1l83,3.4
2vo4,4.94
4ei4,8.74
3myg,10.7
3o5x,5.28
2gz2,5.22
1m7i,5.4
1rmz,8.0
5er2,6.57
2r1y,4.51
5i8g,7.52
6qr1,5.07
6mlg,5.05
6j0g,5.64
2xxr,6.55
4kqp,6.05
3k00,5.77
4j48,5.62
1k9s,6.52
4dkp,5.72
5nk4,8.7
4jxs,4.74
1hvj,11.4
3n2v,7.51
2bt9,6.19
2jke,4.23
5mgk,4.0
4l9i,4.89
1oz0,7.7
2v3u,3.0
4qac,9.4
1mrx,7.26
5cy9,6.66
1o2q,7.68
3pcg,2.3
4czs,5.0
2ri9,3.22
2gsu,3.59
5lne,4.76
1odi,4.21
3el9,8.4
5hrw,5.48
5jxn,6.41
5i3a,5.05
4knj,7.95
4nxu,5.54
1o3i,7.3
1k1y,3.22
3r16,7.3
5zyl,7.06
3slz,6.99
4ncn,5.67
5ive,7.57
2j79,5.96
4kax,4.77
2yki,9.46
1b5h,6.01
2pqz,5.67
6p3v,7.02
1bdq,6.34
6g5u,6.4
5ufr,8.7
1k6t,7.62
4r76,7.85
4itp,7.27
4e6q,8.36
5d3h,5.1
1iy7,6.19
2xm2,4.62
6dh7,9.88
1gx8,6.37
1v1m,3.94
1wdn,6.3
1o38,6.82
4bc5,4.6
5gj9,4.99
1aj7,3.87
3n9r,7.15
4w9c,4.65
1n46,10.52
3b25,6.07
6n8x,5.7
1ie9,10.19
6orr,9.3
3hub,8.09
4xmr,4.07
3k8q,11.28
4er1,6.62
5d0r,6.37
4yho,10.74
4wop,4.76
3gx0,3.48
2c92,5.68
3kmc,6.4
5vh0,4.52
2f34,6.89
3oku,6.36
4i8n,4.46
3agl,7.8
5fe7,3.31
5fsc,2.36
6mlp,3.7
5y12,6.23
1tlp,7.55
4yrd,4.57
4gr8,7.83
6ep4,5.35
5vp9,8.99
6r1a,4.35
3zlr,9.26
4qrh,5.15
6csr,6.84
3wzn,7.0
5c28,5.66
185l,3.54
2r3t,5.85
4b6p,7.13
4yth,8.7
6nco,4.52
4fev,5.42
1cet,2.89
1erb,8.1
3bgq,7.96
3bex,5.57
5l9l,7.1
3rm9,4.77
1k1n,6.82
1k6c,7.48
5vb7,6.72
3hkq,5.34
3gcu,6.78
5uff,4.24
3m67,6.74
1fzk,8.4
5eyr,5.3
5g5f,5.28
2vnt,8.0
2yay,6.1
3m36,9.82
4leq,6.54
5cbs,5.41
4ra1,5.94
3th9,7.7
3q1x,5.33
1q8t,4.76
5uoo,8.85
5gs9,5.26
3ms9,5.22
3usx,5.02
2x96,4.03
5ehv,3.08
2ceq,7.28
6ic2,6.04
4ge1,6.43
3el5,7.72
4in9,4.97
1v2r,3.55
1oyq,6.96
2i4j,6.16
186l,4.85
5zg0,7.09
5odx,6.71
3udh,2.85
1tkb,8.0
4qd6,8.64
5ovr,4.57
5mby,3.51
2wc3,6.08
1kmy,5.1
5mjn,8.54
4fzj,3.15
1h5v,3.93
5exw,6.82
2glp,5.01
2za0,6.64
6h2t,4.82
6dq4,4.92
4ivb,8.72
1c84,5.0
4s1g,9.22
5ti0,4.21
1g46,8.8
4o9v,8.0
5var,4.09
5otc,4.71
1fcy,8.52
2zcs,8.22
3k99,7.22
4uac,6.54
5h1t,3.8
3w5n,3.87
6e5t,6.55
1uz1,6.89
6dpy,4.1
3s8l,5.64
2bmk,5.62
2wnj,6.48
6.00E+23,10.0
3m3z,5.73
5u8c,7.53
4fs4,6.57
3jzh,3.4
6g7a,6.78
4ai5,2.92
3nq9,4.03
5cep,6.84
6o0o,7.44
3k02,5.0
4cwp,6.77
5jox,4.46
6d78,8.74
6n78,9.68
4wov,7.14
1yq7,7.09
1g53,9.04
3eeb,5.89
3b50,7.55
2yb0,3.85
3n2u,7.84
1ksn,9.4
4ipi,5.32
1p1o,5.76
2j95,8.4
1c1u,8.25
6dif,10.72
4q1x,11.15
3d1y,8.22
6pg5,4.96
3vhd,9.28
1g54,8.82
4dcs,5.1
1eld,6.7
2g94,9.52
4ibd,3.67
3ai8,3.81
4oak,4.22
1add,6.74
2aac,2.22
3pwm,9.1
4i7k,3.04
2f9k,7.07
6ma2,5.39
6p85,4.99
4bah,8.7
4p5z,7.41
2wl0,7.8
1bn3,9.89
5i9y,8.55
4f9y,6.74
4gu9,4.37
4fht,6.17
1hos,8.55
1m2p,6.11
2o8h,7.6
4a7i,8.7
1jyq,8.7
2d0k,5.02
3g3r,6.48
3gy4,5.1
4abb,4.51
5ave,5.44
3s72,6.4
1qk4,4.21
4h3j,7.05
1bv7,10.3
2f35,5.4
6ht1,7.11
3cj4,6.51
5isz,4.49
4a95,5.76
4fz3,3.73
5meh,6.32
4q46,3.77
5x74,8.64
3m35,7.22
5sz7,9.7
5fpk,3.55
4sga,7.3
4b2i,3.0
1hxb,9.92
4e9u,5.82
5ljq,9.0
5nw1,6.6
3ryz,8.62
4rfd,8.05
4p5d,5.82
1njc,5.55
1ft7,5.18
4kz4,4.15
5ork,3.63
4q08,6.3
5oot,7.55
3f16,8.23
2qu6,8.52
2c1p,5.4
5xsr,7.69
3g30,2.51
2aj8,6.2
3r17,6.41
5i3x,8.1
1g7q,6.06
4q6e,6.18
4dbm,7.62
1m2x,4.15
3ozr,5.15
3uxd,4.41
2yi7,8.32
5ewy,4.3
3lp7,5.44
2a14,5.7
2hnc,7.22
5exn,7.64
3i6o,10.35
6hqy,6.44
3t1m,3.04
4qy3,6.82
5fog,3.67
1sgu,5.37
3d0e,8.4
6fa4,7.29
4hp0,6.12
1mmr,5.4
4kao,6.11
5i7x,7.28
6a87,3.15
2buv,4.0
5dus,5.53
5fhn,5.9
1j17,5.22
3f3c,6.02
5e2s,9.01
1bnu,9.7
5edc,7.66
2j7e,7.32
4c6u,4.59
4uja,9.05
6mub,7.0
3bxh,4.03
6f3b,6.56
5kej,5.11
4zw8,5.96
4cfl,5.88
5dnu,4.11
2yek,7.21
1lst,7.85
3cm2,6.47
6epa,5.95
6d9s,5.96
2avq,4.39
5od1,5.96
4k7i,2.82
2ot1,4.0
1qb9,7.44
3p8p,4.55
1ghw,4.2
1u33,4.6
1hwr,8.33
1e6q,3.15
5mmg,6.01
6fs1,7.01
5jfu,8.07
2ewb,6.1
1uw6,7.34
4mss,6.4
4cig,3.67
1d7i,3.6
1ogg,5.19
2y5f,8.7
2qzr,7.26
5a81,5.54
6mxc,5.56
3b67,8.85
4crb,7.57
2e9u,8.1
6pi6,5.66
6edr,4.55
2weh,5.95
6dak,5.14
5lsg,5.4
1xow,9.28
1rr6,10.25
5eqp,5.4
3lk8,7.71
1bm7,7.52
4w9p,7.8
1jys,3.52
4x8o,6.6
2ra0,7.8
4asd,9.28
4ovf,4.13
1dmp,9.55
5j82,6.0
6g38,6.62
1odj,4.1
3k97,8.0
6t1o,5.59
6fnj,6.85
6mll,3.62
3rz5,7.89
2fgu,9.18
4pg9,7.8
3sut,7.85
3ag9,8.05
1hvk,10.96
1ndz,8.11
1gi7,4.51
2pyn,7.57
3tzm,7.77
2i3i,7.3
4pvy,6.71
3r4p,7.96
4nnr,7.26
4km2,5.84
2ogy,4.48
3qkd,8.38
3t0x,8.0
2p15,10.3
1z71,9.18
1m2q,6.1
6nwl,7.37
3mdz,9.1
6hq7,6.11
3vtr,5.57
4iuo,3.64
5ef7,9.0
5sz3,8.6
3s8n,6.21
2jdm,5.4
6of5,5.35
5ewk,4.85
5vi6,8.52
6gnp,4.55
4xu3,9.5
5j1r,4.66
1sl3,11.85
4b1j,7.3
2e2p,4.74
6jaw,5.66
1bzc,4.92
4ua8,6.26
1b58,6.59
2xnb,6.83
3bbb,7.0
6dyz,9.2
5x62,6.42
2qtn,3.42
4bcs,6.99
4mo8,8.0
6ezq,4.66
5oqu,3.61
2zq0,6.82
6o9c,7.55
4ciw,4.82
4p6x,7.04
4uyf,7.6
6.00E+22,8.89
1nw5,5.21
1kui,3.77
1o2w,5.85
1c5n,4.7
5jhb,6.06
5fou,3.95
6o0k,10.74
5d6j,4.44
2amt,4.44
6oqc,10.4
3zqe,4.23
5uf0,3.8
5om7,5.74
6n5x,4.6
1bwb,8.42
3t64,6.7
4v01,8.11
3up2,7.4
3oe4,7.47
4gid,10.77
4ieh,7.85
6eqp,5.96
6hr2,7.0
5flt,2.89
6h8s,4.42
6pg7,4.66
4io6,4.82
1ws4,3.0
4r75,7.24
2gvv,3.9
3jdw,3.6
6ooy,4.66
2xdl,3.1
5mz8,2.31
1bai,7.7
5js3,6.73
4b5d,7.89
4ht0,8.0
6ce6,5.1
5d3n,5.04
4l50,6.06
1t32,7.42
2wlz,4.6
6ios,4.1
3a9i,4.15
6g2b,3.8
4zt8,4.39
6gjw,4.96
2a5c,4.62
4gq4,7.66
4mr6,6.6
1yqj,8.14
2pog,9.54
1lyb,11.42
6gvf,7.55
1ebz,9.4
5nvv,6.7
4k9y,6.95
4bup,4.95
3hp9,4.59
6bs3,5.82
4mjp,3.88
4rpo,7.64
2x09,3.76
5l4m,5.34
6gg4,3.69
4bf1,8.62
3v78,5.54
1fh9,6.43
4cu7,7.59
3bgb,6.05
6jaq,3.95
4xty,9.21
3m5e,7.37
5i29,7.82
1xr9,7.15
6t1l,4.77
4idn,5.24
2j7h,7.19
2i4u,11.57
4k18,8.96
4oc0,6.5
4poh,8.0
3iw5,6.08
1f4g,6.48
4d7b,7.68
1xhy,6.18
1w96,8.41
1y3x,5.14
3axz,3.43
5mkr,4.77
5ioz,4.96
3dd0,9.0
2zx7,10.49
6eux,5.92
2b1i,6.82
5fcz,4.2
6dpt,7.11
4lov,7.77
1e5j,4.0
6hgf,5.02
1ghv,4.35
1f4e,2.96
1np0,3.57
3str,8.4
6nv7,7.92
5nz4,6.28
5dqc,7.34
2zdk,6.37
3suu,8.52
2xhm,6.8
4n7m,5.47
4l4z,5.68
2xyf,8.44
4xt2,7.15
4jym,5.04
6d1j,4.25
4jfs,5.27
6qi4,4.37
4n9a,4.19
1bhf,4.38
1e4h,8.41
5elw,7.85
5vd2,7.1
3ffp,7.14
5l7g,7.8
1wur,6.66
4h81,5.12
4mr3,5.94
3arq,6.4
2bok,6.55
4r4t,6.26
3vw2,4.75
5d24,5.24
2vwl,7.02
6ugp,6.16
1jsv,5.7
1bv9,9.96
4m0r,5.21
6eln,6.05
2jxr,7.05
4kzq,6.1
2pym,6.82
6fyz,7.41
1oxr,5.19
6ppy,4.44
4xk9,9.07
1gwv,2.57
2qwc,3.55
3gjw,8.3
4q9y,5.68
6hm1,6.04
6gwr,8.1
3i3b,2.23
4de1,5.96
3kr8,8.1
2v2v,4.07
5yhg,6.02
2vmc,2.94
4i7p,3.5
3p2e,6.22
2xyt,6.29
2xb7,9.19
4ysl,5.8
3f7i,7.34
1zea,5.22
5fls,3.04
2bvs,4.1
6ggf,5.39
6nv9,8.19
5vsf,7.03
3dk1,9.74
1g4o,8.25
3imc,2.96
2fqw,6.68
3gss,5.82
2q64,8.52
2v00,3.66
4phu,7.92
6r8l,6.17
2pwc,6.57
2y7i,5.54
4rn4,6.94
2ces,7.25
6i8t,5.75
3ewc,7.7
3rlp,7.08
5yl2,4.5
3sha,5.59
4o3f,5.56
4g8n,7.2
1sb1,6.89
5lif,5.87
1rnt,5.19
4hdp,7.51
6aro,5.15
2i4d,11.68
4xas,6.59
2z4o,9.57
4ezz,5.19
2vot,7.14
1w9v,6.34
1br6,3.22
5jop,9.41
6gue,8.4
1zog,7.15
6dyr,3.66
5iyy,4.77
1sln,6.64
5kab,4.68
6mja,7.85
5d3x,6.36
4euo,5.05
4iwz,7.29
2brm,5.89
5aa9,8.19
3vha,7.4
5lle,10.22
4o2c,8.0
4ll3,11.57
6jtc,5.07
1bxr,3.4
3g1v,3.19
6b5q,8.24
6ouv,5.55
1z6e,9.72
2v2c,3.41
4iva,7.16
3zln,8.47
1jgl,8.7
5f60,7.37
2h6b,5.39
5wl0,9.17
4d4d,5.96
6szp,4.74
2p2a,6.12
5mrb,6.33
3dx1,3.58
3gba,9.07
1sld,6.57
5cqu,6.54
6as8,7.05
4nkt,5.97
2qrl,4.0
2fxu,8.15
5mlj,8.85
2wc4,5.29
2v54,4.6
4cpt,7.7
3pfp,6.44
1hpx,11.26
4nl1,3.89
2qhy,7.48
4dko,6.52
1pkx,6.92
1w3k,4.3
4i7j,3.32
3b68,8.4
1mrw,9.7
4fp1,4.57
1lzq,8.39
5eis,5.74
3bbf,5.28
5tcy,7.66
6ghj,2.16
3f5k,4.62
3t85,7.95
5sz6,7.0
4zcs,4.33
1ndv,5.92
4bi6,3.95
4g90,4.51
5neb,7.77
6pgc,5.35
1ork,8.81
6cdl,10.92
3c2f,2.0
1iiq,7.48
5x54,5.0
5htz,8.62
1zpa,8.4
1b32,7.1
5tfx,7.22
1w9u,6.09
3hb4,9.05
6mkw,4.77
3ug2,8.25
2xbx,7.82
4q3t,6.48
1qji,4.85
3tb6,5.08
1utn,3.49
1mmq,7.52
5ufc,5.16
2f81,10.52
3pwd,6.66
4l2l,5.7
2h15,5.67
1nh0,9.74
4qf8,7.51
4rra,4.87
4p58,4.6
3tfu,3.28
5nw0,6.52
3fee,6.64
3coz,5.57
3kv2,7.32
5u4d,6.33
5tef,5.4
4cg9,6.21
5g61,6.4
1lan,7.22
1pz5,5.4
1oe8,5.52
3hk1,6.17
1fiv,6.59
6hpw,6.09
5kbe,6.34
2olb,5.54
6hrq,7.09
6efj,3.32
5lz4,5.7
3g19,6.67
6mnc,5.8
6ma3,8.3
3u6h,9.0
2q5k,11.3
6dzx,5.46
4cd0,9.7
6cbg,3.95
3lpl,5.62
3shc,5.72
5f8y,4.24
2y7z,8.7
3ies,9.92
4ffs,10.44
6o48,7.12
5er4,2.76
4lj8,5.82
4gih,8.32
4zec,5.82
5cbm,7.77
5c5t,3.13
4z0q,8.17
4lk7,5.04
188l,3.33
5znc,7.52
1uv6,5.12
2x8z,7.96
3ipq,7.57
1sbg,7.74
3fcq,2.77
4o09,7.7
1vyf,8.05
6qr9,6.72
5l7h,7.3
6jb0,7.24
2cen,8.3
6fuj,4.3
4ad6,4.78
5orj,4.77
4mme,6.5
4omj,5.26
3tz0,5.04
3re4,7.4
4m2u,8.04
4elh,8.09
3aid,6.86
4o3c,2.59
3t5u,7.59
6odz,9.15
5khm,8.3
4azc,5.86
3uex,6.92
3rdq,9.31
3r1v,6.92
2al5,8.4
6g3q,7.24
6pl1,7.65
5nkb,9.12
3wto,6.92
2c97,6.14
3gs6,6.59
2gv6,7.34
1u71,7.48
3h78,4.24
6d19,6.61
4mrg,2.96
4i9h,7.17
2vh6,9.7
6f20,4.31
4c9x,7.32
4cgi,3.12
2d1o,7.7
1lvu,5.32
3m1k,5.39
4tln,3.72
2zfs,6.54
2w67,4.96
4j47,4.92
6det,8.22
6otg,7.5
5fsy,5.89
1k4h,5.11
1v2l,4.29
6eol,7.43
2wnc,6.32
4b7p,9.46
3k2f,7.2
2p16,10.1
1tjp,4.42
6mlo,6.1
1elb,7.15
4l4v,5.78
4gkh,4.67
5u0d,4.54
5tkj,8.15
6kjd,5.05
1kv5,4.22
4uj2,7.1
2vvv,8.22
1vyg,8.0
2pvm,6.44
2e2r,8.26
6cdj,11.7
3jyr,5.54
4asj,7.55
3b26,6.64
5ii2,4.89
2oxd,6.82
6r13,4.7
2aod,5.66
5kqx,8.44
4cr9,4.1
1ec1,8.92
1izi,6.59
3zdv,5.48
4ibc,2.98
5etb,4.54
2ha3,3.03
1n0s,7.45
4tmk,7.7
6jon,4.88
2qmg,9.15
4y3y,2.35
3i73,5.49
7std,10.72
4qer,7.54
6gxg,5.24
5fol,3.67
5sym,6.55
3t82,7.0
4ck3,3.57
1u1b,7.8
3kmx,4.82
5o1f,4.52
1d4k,9.22
6c7w,5.47
6e7j,9.48
1fh8,6.89
4bks,3.82
5ko1,6.64
6b7a,4.49
1qbr,10.57
1zc9,3.22
3ebi,7.1
4ymg,4.68
6nxz,5.46
5nze,6.39
1o0m,5.15
2wyf,4.43
4rpn,6.96
3vje,8.01
3vvy,4.84
5a7b,3.57
1kug,3.8
1c5x,6.68
3exh,4.88
5cbr,5.74
3bva,6.52
1f0r,7.66
1gfy,5.08
1b52,7.12
6hoq,6.39
6plf,6.67
2p3i,3.48
6o0m,9.34
1aaq,8.4
2evl,6.7
2tmn,5.89
5j6n,7.77
3aqt,6.72
5hva,7.07
6gf9,6.39
1gi1,5.47
1mq6,11.15
3dyo,2.3
3b3s,2.55
5g46,2.6
2v58,9.09
6g2e,5.01
2zkj,5.48
4bcn,7.92
3ehx,7.6
5fl5,8.19
2p95,9.37
2vuk,3.9
5l9g,7.7
1r0p,8.0
6bm5,5.84
1wvj,6.73
4zip,9.68
3hkt,5.39
1w0z,7.68
3v5p,8.96
5ha1,7.19
1g3e,5.38
5twj,5.25
2wk6,3.32
3c8b,6.1
4trc,4.52
4crf,9.3
1b05,7.12
4b9z,4.09
4cjr,3.1
2vmd,3.02
2bqv,8.05
3tay,3.38
1b0h,6.7
5hbs,7.73
4cwr,8.3
4b6s,6.01
4rwj,8.7
5amg,8.22
3ppm,9.54
3h89,7.64
1ttm,7.35
4llj,3.42
5kad,4.43
5j27,6.74
4fnn,7.57
4u69,4.26
6sge,7.51
6epy,6.46
1o2j,6.92
1t31,8.64
3rlq,7.4
5nxi,6.66
4m6u,2.74
3kdc,9.28
4q87,4.85
2bza,2.8
4f09,6.7
1g30,6.85
1r5y,6.46
3ikg,7.24
6gjj,3.7
1w7g,5.1
3ime,3.0
1w3j,6.32
5n3y,5.03
5n34,4.63
6chp,10.12
2hxm,5.22
4eoh,4.3
3t8v,6.59
5cs6,3.2
4w9o,7.77
4d8z,6.29
6eq1,4.61
2jh0,8.7
6f9u,5.13
3ove,6.57
3g31,2.89
4ury,2.22
3lvw,2.67
1qxl,7.96
4j22,7.74
3su2,7.35
2ihq,8.49
4q93,4.65
6qe5,5.12
5dlx,5.7
4j46,5.28
2wf5,6.0
3oaf,8.8
1grp,3.72
3qaa,11.54
5nk6,6.8
3g0i,3.6
3std,11.11
2j7f,6.35
3ryy,7.42
2ole,7.25
3cf8,4.9
3n35,3.37
3ljz,8.14
3ckp,6.35
4w9j,6.23
4pp5,7.74
2xmy,9.96
5ov8,4.74
3rz1,8.74
1onz,5.1
1x8j,6.96
1nwl,2.39
6d56,8.05
2wor,3.9
5mks,4.77
2fvd,8.52
6gfz,5.51
6np4,4.44
4owv,4.35
2fzc,2.7
4de2,4.12
4cjq,3.59
5j8z,8.3
5f0f,6.0
4jkw,4.16
4o97,8.52
5n0e,8.44
6exj,4.33
6h36,9.35
4ngp,7.96
1bma,4.59
4b0b,3.33
4q8x,3.57
5his,4.71
1x8d,2.21
4hws,9.1
3oyw,4.11
5upf,8.6
3ucj,6.0
3s6t,7.35
5nka,5.46
6ekq,5.46
4jne,5.86
6oe1,8.51
2bet,2.77
1loq,3.7
1ctt,4.52
1bzy,8.34
4ca7,7.36
2xye,8.34
2c80,5.33
3elc,2.69
5u0w,4.24
5zae,6.81
4ht2,6.54
6rtw,6.43
6gla,7.57
1jcx,5.15
3juo,5.07
4fl1,3.28
4x5p,8.21
3ibu,9.15
3b66,8.6
2d1n,8.15
4oc5,7.07
1c3x,3.68
4hbm,7.92
3ao5,2.23
2rin,4.0
1p1n,6.8
2.00E+91,6.59
5n84,7.96
4riu,7.3
3dne,5.22
5ka9,4.41
1m5w,4.27
3ao2,3.77
2euk,6.6
3cda,7.58
2ca8,4.66
3o5n,4.76
1xh5,5.47
6aqs,7.55
1o2r,5.21
4lch,10.62
4tz2,3.46
6gga,4.85
5lwm,8.87
4r5a,8.7
2vpo,5.42
4aq6,4.8
6gnr,5.44
3f8e,7.23
4jh0,9.03
4dkr,6.52
3zyf,4.85
3hs4,8.0
1f5k,3.74
1qbv,5.39
5e2k,8.03
6o5a,6.29
1fo0,5.59
2ojg,5.64
1o35,5.0
4h7q,5.06
3e5a,8.23
6d1i,4.09
3cd0,7.57
5mwp,7.5
3wvm,5.71
2j78,6.42
2p53,7.46
1b2h,4.54
3h1x,5.89
2zx6,10.6
5e7n,6.09
6fs0,9.77
5zkc,8.19
5fsx,2.72
5y8y,7.09
1z95,7.12
6idb,6.4
5eqe,3.88
1s38,5.15
2aoc,4.89
1dqn,8.0
4ykk,2.77
6pg9,4.92
2.00E+27,9.35
6q54,6.49
1o5c,5.22
2xbp,5.02
5l9o,5.4
4nuc,6.04
1bwa,8.6
1g85,5.48
4flp,6.72
3r24,5.25
6faf,6.51
5i88,6.6
1f5l,5.28
4h85,5.15
5chk,5.39
3g32,3.71
4att,6.98
3gy2,5.74
4pf5,5.48
4kb9,11.0
2ha6,4.32
2o4n,7.82
2xii,7.2
6ej3,5.93
3vh9,6.24
5mge,4.06
4avs,3.49
5cso,6.03
6hzy,3.92
2ydw,7.34
1lhu,8.83
4d3h,6.43
5u12,5.07
1b3l,5.89
1mh5,9.21
2qhz,7.28
3nsn,7.19
2bvd,6.0
3d91,9.15
1utj,3.84
1ajv,7.72
3ldq,5.36
1oar,7.4
3c2o,3.35
5h8e,11.2
2fle,7.85
5o5a,4.77
6gji,3.87
3el1,9.64
4deu,5.64
5.00E+73,4.64
4u73,5.18
5hi7,7.85
2uyn,2.7
3q6w,7.57
1fkf,9.4
1nw4,9.07
6ftw,6.49
2hnx,7.08
5llc,9.52
6q3q,4.45
6iou,3.73
4ca5,9.39
5hz9,7.03
6q4g,4.3
4zme,4.3
5lyr,7.89
1fd0,8.4
3iub,4.54
3uod,7.31
1ec0,8.49
6g34,8.24
5mek,5.38
3tf6,6.4
4eo6,8.7
3ifl,8.08
3zsx,3.28
5u0y,6.08
4ufl,2.64
2a8g,3.69
5hwu,5.27
5epl,7.03
2o0u,5.49
6g2o,6.77
1qbq,8.3
3ckb,2.98
2we3,4.43
2ypo,4.68
1nfx,8.52
6i12,5.57
4msc,5.96
1dar,4.96
6n3x,5.09
4psb,4.64
5jzi,4.8
2uy4,4.68
2ccb,7.45
4wiv,6.26
4cu8,4.47
2wb5,9.13
2y5h,5.79
3f18,7.4
6rfn,6.7
4ty7,9.52
4x5r,7.85
2usn,6.51
5eei,9.22
5t9w,5.59
3p5l,7.39
2bys,9.52
6uh0,6.07
3mfw,3.52
1g2l,7.24
4ehz,8.0
3u8n,10.17
4j93,4.7
5csp,4.24
5llg,11.13
6faa,6.75
1c87,4.2
4cps,8.27
5d3c,10.4
1zhy,6.52
1c5t,4.1
6pve,7.37
5dw2,5.84
1nq7,6.8
3tt4,8.28
5nya,6.38
3bgz,6.26
3eb1,4.79
2xj7,6.66
3lir,6.92
5fl6,7.36
1n1m,5.7
4ad2,6.2
4jz1,6.7
3s0b,6.49
4qsu,2.0
1alw,6.52
3gr2,2.52
4umc,3.44
